dept_name,wk_date,sales,ctype
Cleaning Supplies,2010-08-27,1274970.1900000013,actuals
Bedding,2010-08-27,1855977.1599999995,actuals
Dairy,2010-08-27,1939868.029999999,actuals
Canned Foods,2010-08-27,3143805.760000001,actuals
Accessories,2010-09-03,2117039.29,actuals
Beverages,2010-10-01,3018358.9699999997,actuals
Cereal,2010-10-01,1663165.5599999998,actuals
Cereal,2010-10-15,1626128.3000000007,actuals
Dinner Foods,2010-10-22,1406421.3300000003,actuals
Accessories,2010-10-22,1847370.3900000008,actuals
Canned Foods,2010-10-22,2876242.459999999,actuals
Appliances,2010-10-22,2643442.1500000013,actuals
Appliances,2010-10-29,2634471.9200000023,actuals
Beverages,2010-11-05,3530982.3399999975,actuals
Appliances,2010-11-05,2825472.789999998,actuals
Appliances,2010-11-12,2658547.590000001,actuals
Dinner Foods,2010-11-12,1535908.1799999988,actuals
Bedding,2010-11-19,2001762.0000000002,actuals
Beverages,2010-12-03,3216974.969999998,actuals
Accessories,2010-12-10,1968591.5300000012,actuals
Dinner Foods,2010-12-10,1566066.3100000003,actuals
Cereal,2010-12-31,2119786.559999999,actuals
Dairy,2010-12-31,1949041.5500000005,actuals
Dairy,2011-01-14,2001491.6099999985,actuals
Cleaning Supplies,2011-01-21,1309732.2200000002,actuals
Cereal,2011-02-11,2889704.0000000005,actuals
Beauty,2011-02-11,1313155.8799999997,actuals
Canned Foods,2011-02-25,2834161.940000001,actuals
Canned Foods,2010-10-15,2971556.859999998,actuals
Beauty,2011-03-04,1492685.9599999995,actuals
Cereal,2011-03-11,2206184.000000002,actuals
Beverages,2011-03-11,3400733.050000001,actuals
Dinner Foods,2011-03-18,1543271.630000001,actuals
Bedding,2011-03-18,1993984.4100000006,actuals
Accessories,2011-03-25,1870694.5099999993,actuals
Appliances,2011-04-01,2908079.5999999978,actuals
Accessories,2011-04-01,1875748.5200000003,actuals
Beauty,2011-04-01,1331022.900000001,actuals
Canned Foods,2011-04-29,2783020.4099999983,actuals
Dinner Foods,2011-04-29,1276869.4900000005,actuals
Accessories,2011-05-06,1940981.499999999,actuals
Canned Foods,2011-05-06,3181896.5099999984,actuals
Bedding,2011-05-06,2052247.5200000016,actuals
Beauty,2011-05-13,1255405.3899999992,actuals
Dairy,2011-05-13,1934214.4100000013,actuals
Beverages,2011-05-13,3101748.9600000004,actuals
Dairy,2011-05-20,1960085.7699999986,actuals
Canned Foods,2011-05-20,3098342.9400000013,actuals
Canned Foods,2011-05-27,3214381.3100000015,actuals
Appliances,2011-06-10,2766931.5200000023,actuals
Dinner Foods,2011-06-17,1558787.7400000012,actuals
Dinner Foods,2011-06-24,1398242.7799999989,actuals
Cleaning Supplies,2011-06-24,1333790.2299999995,actuals
Dairy,2011-07-01,1968493.8900000006,actuals
Cereal,2011-07-01,1651031.2599999998,actuals
Appliances,2011-07-08,2553154.470000002,actuals
Cleaning Supplies,2011-07-08,1323570.0200000007,actuals
Beverages,2011-08-12,3355461.1700000023,actuals
Beauty,2011-08-12,1375193.0499999996,actuals
Cereal,2011-08-19,1919840.8500000003,actuals
Cleaning Supplies,2011-08-26,1337300.149999999,actuals
Beauty,2011-08-26,1489255.54,actuals
Cereal,2011-08-26,1886285.2300000002,actuals
Dairy,2011-09-02,1909128.6000000015,actuals
Bedding,2011-09-16,2119764.51,actuals
Dairy,2011-09-23,1954775.3099999994,actuals
Appliances,2011-09-30,2774948.0099999974,actuals
Bedding,2011-10-07,2303144.07,actuals
Accessories,2011-06-24,1932495.5900000012,actuals
Canned Foods,2011-06-24,3282218.699999999,actuals
Cleaning Supplies,2011-07-15,1308394.5299999989,actuals
Accessories,2011-09-02,1997245.3300000005,actuals
Dairy,2011-10-14,1929663.1400000006,actuals
Beauty,2011-10-14,1386577.5299999998,actuals
Dairy,2011-10-21,1957107.1900000004,actuals
Cereal,2011-11-04,2484128.729999998,actuals
Canned Foods,2011-11-11,2995654.5699999994,actuals
Cereal,2011-11-11,2392173.829999998,actuals
Bedding,2011-12-09,2304980.0500000007,actuals
Beauty,2011-11-25,1313116.1200000008,actuals
Dinner Foods,2010-04-16,1537326.33,actuals
Cleaning Supplies,2010-05-14,1308281.3100000003,actuals
Accessories,2010-10-01,1887216.7800000012,actuals
Beauty,2010-10-22,1370277.2299999993,actuals
Cereal,2010-10-29,1608970.5300000014,actuals
Beauty,2010-11-26,1314453.3300000008,actuals
Beauty,2010-12-17,1251816.7999999998,actuals
Appliances,2010-12-17,2695137.529999998,actuals
Canned Foods,2011-01-07,2777088.5799999987,actuals
Canned Foods,2011-02-04,3111786.4000000022,actuals
Dinner Foods,2011-04-15,1555390.520000001,actuals
Cleaning Supplies,2011-04-22,1343899.119999999,actuals
Cereal,2011-05-13,1647012.5399999986,actuals
Cleaning Supplies,2011-07-29,1288557.2799999989,actuals
Appliances,2011-08-05,2824319.9199999995,actuals
Canned Foods,2011-08-12,3391257.700000001,actuals
Beverages,2011-08-26,3387528.2899999996,actuals
Cereal,2011-10-07,1794747.1700000006,actuals
Cleaning Supplies,2011-06-03,1371599.8999999987,actuals
Beauty,2011-10-28,1342441.5699999994,actuals
Canned Foods,2011-12-02,2722229.420000002,actuals
Dairy,2010-04-30,2021580.5299999986,actuals
Bedding,2010-06-25,1801849.86,actuals
Dairy,2010-07-23,1936754.6200000017,actuals
Beverages,2010-11-12,3615576.3199999994,actuals
Canned Foods,2011-03-04,3087136.6100000013,actuals
Appliances,2011-05-27,2656503.9900000007,actuals
Dairy,2010-12-17,2039199.2699999984,actuals
Beverages,2011-06-10,3308362.0599999977,actuals
Beauty,2011-12-09,1293437.9400000002,actuals
Cleaning Supplies,2010-11-12,1375659.1099999999,actuals
Cereal,2010-11-12,2450110.7000000007,actuals
Beverages,2010-08-20,3075562.0200000023,actuals
Cleaning Supplies,2011-11-25,1311549.159999999,actuals
Dairy,2012-03-09,2218429.259999999,actuals
Beauty,2010-08-20,1491829.0700000012,actuals
Beverages,2010-09-24,2942047.849999998,actuals
Bedding,2010-10-01,1850493.7400000007,actuals
Dairy,2010-10-08,2031890.8299999998,actuals
Bedding,2010-10-15,1916621.9999999984,actuals
Beverages,2010-10-15,3228948.6400000025,actuals
Appliances,2010-11-19,2644417.8300000015,actuals
Canned Foods,2010-12-10,2888661.279999999,actuals
Beauty,2011-01-14,1284522.129999999,actuals
Bedding,2011-04-08,2087421.299999999,actuals
Cereal,2011-06-10,1543060.0399999998,actuals
Appliances,2011-06-17,2671492.8299999987,actuals
Beauty,2011-07-01,1382483.499999999,actuals
Dairy,2011-07-08,1902643.0599999984,actuals
Beauty,2011-07-08,1370737.9899999993,actuals
Cereal,2011-07-22,1670085.1500000001,actuals
Bedding,2011-09-02,2075743.0600000015,actuals
Canned Foods,2011-09-16,3151942.4199999995,actuals
Canned Foods,2011-10-14,3081140.7800000003,actuals
Beauty,2011-10-21,1389748.0499999989,actuals
Appliances,2011-10-28,2649584.669999999,actuals
Dinner Foods,2011-11-04,1532786.969999999,actuals
Accessories,2011-11-11,1925270.9699999988,actuals
Dairy,2011-12-09,2034759.6600000008,actuals
Bedding,2011-12-16,2307007.7699999986,actuals
Bedding,2010-02-05,2199107.5200000005,actuals
Bedding,2011-01-21,2014075.3700000006,actuals
Cleaning Supplies,2011-02-04,1434306.4700000007,actuals
Accessories,2011-08-05,2117353.7099999995,actuals
Cleaning Supplies,2011-08-05,1373645.1799999995,actuals
Dinner Foods,2011-08-05,1614586.969999999,actuals
Dinner Foods,2011-09-23,1432803.75,actuals
Cereal,2011-10-21,2414443.229999998,actuals
Beverages,2011-11-25,4330784.589999999,actuals
Canned Foods,2010-05-21,3247042.8200000008,actuals
Canned Foods,2010-07-23,3263317.5299999984,actuals
Cleaning Supplies,2010-09-17,1306111.9899999995,actuals
Cleaning Supplies,2010-12-17,1501914.52,actuals
Bedding,2010-10-29,1846486.1599999995,actuals
Canned Foods,2010-12-03,2628464.570000002,actuals
Canned Foods,2011-11-25,2902107.279999999,actuals
Dairy,2010-07-09,1927726.5300000012,actuals
Dairy,2010-04-16,2046378.520000001,actuals
Bedding,2011-02-25,1956634.4299999992,actuals
Beauty,2011-05-27,1315046.4600000002,actuals
Cleaning Supplies,2011-07-01,1387758.150000001,actuals
Dinner Foods,2011-07-22,1468980.2000000007,actuals
Cereal,2011-10-14,1762726.359999999,actuals
Appliances,2010-03-05,2968993.1599999988,actuals
Beverages,2010-04-02,3290226.5900000017,actuals
Beverages,2010-07-16,3096905.979999997,actuals
Dairy,2010-09-10,1996056.7099999997,actuals
Beverages,2010-10-29,3034276.259999999,actuals
Beverages,2011-03-25,3032727.1200000024,actuals
Accessories,2011-12-02,1932328.399999999,actuals
Cleaning Supplies,2010-08-13,1286355.090000001,actuals
Cereal,2010-09-17,1829275.1699999988,actuals
Beauty,2011-09-23,1378641.9500000007,actuals
Cereal,2010-07-02,1796072.610000001,actuals
Beauty,2010-09-10,1519848.869999999,actuals
Dairy,2011-03-18,2061069.1599999992,actuals
Beverages,2011-07-15,3244024.330000002,actuals
Accessories,2011-11-04,1901037.6200000013,actuals
Appliances,2011-03-18,2639910.409999998,actuals
Beverages,2011-10-07,3881033.6099999975,actuals
Accessories,2010-04-02,1957167.6599999995,actuals
Beverages,2011-06-03,3142744.019999997,actuals
Accessories,2011-08-26,2126825.5099999984,actuals
Dairy,2010-12-24,2216587.680000001,actuals
Bedding,2011-02-04,2205891.0100000002,actuals
Cleaning Supplies,2011-01-28,1277978.5699999998,actuals
Dinner Foods,2011-04-01,1462436.4700000002,actuals
Accessories,2012-04-20,2012819.580364049,forecasts
Accessories,2012-04-27,1942303.8460614637,forecasts
Accessories,2012-05-04,1975492.6216166036,forecasts
Accessories,2012-05-11,1888486.5818459697,forecasts
Accessories,2012-05-18,1979060.3230237197,forecasts
Accessories,2012-05-25,2073394.674820004,forecasts
Accessories,2012-06-01,2029831.3103321085,forecasts
Accessories,2012-06-08,2074810.9360647732,forecasts
Accessories,2012-06-15,2078300.325637494,forecasts
Accessories,2012-06-22,2013662.4499249954,forecasts
Accessories,2012-06-29,2043581.1851796745,forecasts
Accessories,2012-07-06,2140323.436305081,forecasts
Accessories,2012-07-13,2009125.873486204,forecasts
Accessories,2012-07-20,1992977.489930524,forecasts
Accessories,2012-07-27,2001585.0683328363,forecasts
Accessories,2012-08-03,2032512.223606281,forecasts
Accessories,2012-08-10,1993561.0753505598,forecasts
Accessories,2012-08-17,2046059.752777888,forecasts
Accessories,2012-08-24,2124052.1465695566,forecasts
Accessories,2012-08-31,2038423.0919289738,forecasts
Accessories,2012-09-07,2031533.5901565924,forecasts
Accessories,2012-09-14,2035994.5500544007,forecasts
Accessories,2012-09-21,2013489.623307579,forecasts
Accessories,2012-09-28,2004121.6406931372,forecasts
Accessories,2012-10-05,1931485.0201493273,forecasts
Accessories,2012-10-12,1936287.5688657279,forecasts
Accessories,2012-10-19,1928797.5603671945,forecasts
Accessories,2012-10-26,1868902.095985492,forecasts
Appliances,2012-04-20,2897335.341623414,forecasts
Appliances,2012-04-27,2734332.1604557745,forecasts
Appliances,2012-05-04,3131293.899142674,forecasts
Appliances,2012-05-11,2864399.756587047,forecasts
Appliances,2012-05-18,2900957.2833571457,forecasts
Appliances,2012-05-25,2797056.197275299,forecasts
Appliances,2012-06-01,2733680.3225755054,forecasts
Appliances,2012-06-08,2843757.249976989,forecasts
Appliances,2012-06-15,2822762.7493725466,forecasts
Appliances,2012-06-22,2763786.7613340053,forecasts
Appliances,2012-06-29,2776883.1174589763,forecasts
Appliances,2012-07-06,2861251.832346519,forecasts
Appliances,2012-07-13,2892641.8529898413,forecasts
Appliances,2012-07-20,2871511.0009454647,forecasts
Appliances,2012-07-27,2584476.9936732133,forecasts
Appliances,2012-08-03,3020715.540868783,forecasts
Appliances,2012-08-10,2795101.6172014223,forecasts
Appliances,2012-08-17,2801004.184799539,forecasts
Appliances,2012-08-24,2622609.1843500948,forecasts
Appliances,2012-08-31,2756871.3059177673,forecasts
Appliances,2012-09-07,3015485.6982502793,forecasts
Appliances,2012-09-14,2782266.9094658643,forecasts
Appliances,2012-09-21,2679814.3753474695,forecasts
Appliances,2012-09-28,2809471.449882009,forecasts
Appliances,2012-10-05,2893615.8162208996,forecasts
Appliances,2012-10-12,2847127.572263058,forecasts
Appliances,2012-10-19,2717831.317436869,forecasts
Appliances,2012-10-26,2527893.8248204174,forecasts
Beauty,2012-04-20,1353613.2278865108,forecasts
Beauty,2012-04-27,1253710.7944835222,forecasts
Beauty,2012-05-04,1403816.3464041706,forecasts
Beauty,2012-05-11,1272470.5337774581,forecasts
Beauty,2012-05-18,1351968.3227713506,forecasts
Beauty,2012-05-25,1332923.550797953,forecasts
Beauty,2012-06-01,1400755.2131384448,forecasts
Beauty,2012-06-08,1349937.8531956004,forecasts
Beauty,2012-06-15,1341237.4324025698,forecasts
Beauty,2012-06-22,1305531.6303823756,forecasts
Beauty,2012-06-29,1401277.6334638798,forecasts
Beauty,2012-07-06,1389372.062788492,forecasts
Beauty,2012-07-13,1375590.5558180914,forecasts
Beauty,2012-07-20,1380628.1374944048,forecasts
Beauty,2012-07-27,1354771.6661407673,forecasts
Beauty,2012-08-03,1488247.7364882703,forecasts
Beauty,2012-08-10,1393888.3911288667,forecasts
Beauty,2012-08-17,1485189.4451773928,forecasts
Beauty,2012-08-24,1509501.6987535937,forecasts
Beauty,2012-08-31,1460509.4675302866,forecasts
Beauty,2012-09-07,1512754.3142949955,forecasts
Beauty,2012-09-14,1423424.6345589093,forecasts
Beauty,2012-09-21,1397383.548505415,forecasts
Beauty,2012-09-28,1392039.2115494125,forecasts
Beauty,2012-10-05,1513581.1929392202,forecasts
Beauty,2012-10-12,1405427.8272936211,forecasts
Beauty,2012-10-19,1408641.5634752978,forecasts
Beauty,2012-10-26,1360691.6369166814,forecasts
Bedding,2012-04-20,2156690.577047749,forecasts
Bedding,2012-04-27,2016489.3085716257,forecasts
Bedding,2012-05-04,2091576.5085487142,forecasts
Bedding,2012-05-11,2075357.1274609715,forecasts
Bedding,2012-05-18,2063712.5510663835,forecasts
Bedding,2012-05-25,2075814.3764412662,forecasts
Bedding,2012-06-01,2040587.9034503188,forecasts
Bedding,2012-06-08,2157040.258062937,forecasts
Bedding,2012-06-15,2173806.7926465226,forecasts
Bedding,2012-06-22,2042620.5979442375,forecasts
Bedding,2012-06-29,2058982.7077166154,forecasts
Bedding,2012-07-06,2241412.415783833,forecasts
Bedding,2012-07-13,2092186.9705541006,forecasts
Bedding,2012-07-20,1990491.089472538,forecasts
Bedding,2012-07-27,2069901.6775477326,forecasts
Bedding,2012-08-03,1968780.1392151208,forecasts
Bedding,2012-08-10,2130003.7379763434,forecasts
Bedding,2012-08-17,2058167.9753981235,forecasts
Bedding,2012-08-24,2149479.2474511703,forecasts
Bedding,2012-08-31,2120680.0865506586,forecasts
Bedding,2012-09-07,2151433.6931710215,forecasts
Bedding,2012-09-14,2209600.1810049657,forecasts
Bedding,2012-09-21,2103306.095857215,forecasts
Bedding,2012-09-28,2094754.4554092232,forecasts
Bedding,2012-10-05,2149241.4718378964,forecasts
Bedding,2012-10-12,2190005.964794548,forecasts
Bedding,2012-10-19,2196605.2709047124,forecasts
Bedding,2012-10-26,2152435.188521076,forecasts
Beverages,2012-04-20,3576452.3271538313,forecasts
Beverages,2012-04-27,3024684.9790972364,forecasts
Beverages,2012-05-04,3677365.8510887483,forecasts
Beverages,2012-05-11,3362410.4759455603,forecasts
Beverages,2012-05-18,3399694.098142878,forecasts
Beverages,2012-05-25,3233132.933199666,forecasts
Beverages,2012-06-01,3406850.6731981053,forecasts
Beverages,2012-06-08,3586388.0348417284,forecasts
Beverages,2012-06-15,3476951.5923519717,forecasts
Beverages,2012-06-22,3209116.898182843,forecasts
Beverages,2012-06-29,3436050.6320431135,forecasts
Beverages,2012-07-06,3651999.867129172,forecasts
Beverages,2012-07-13,3516642.01893957,forecasts
Beverages,2012-07-20,3306299.484047441,forecasts
Beverages,2012-07-27,3212050.151283,forecasts
Beverages,2012-08-03,3768063.337822493,forecasts
Beverages,2012-08-10,3637446.3817874617,forecasts
Beverages,2012-08-17,3546715.345436459,forecasts
Beverages,2012-08-24,3672207.155062712,forecasts
Beverages,2012-08-31,3527800.7806349015,forecasts
Beverages,2012-09-07,3962537.695831871,forecasts
Beverages,2012-09-14,3684453.324158277,forecasts
Beverages,2012-09-21,3486521.1017011665,forecasts
Beverages,2012-09-28,3431063.5766931525,forecasts
Beverages,2012-10-05,4207183.911240077,forecasts
Beverages,2012-10-12,3853291.3905687714,forecasts
Beverages,2012-10-19,3714951.874731635,forecasts
Beverages,2012-10-26,3636957.294245512,forecasts
Canned Foods,2012-04-20,3144799.8191849305,forecasts
Canned Foods,2012-04-27,2981664.808251742,forecasts
Canned Foods,2012-05-04,3257953.1491925614,forecasts
Canned Foods,2012-05-11,3294040.813289218,forecasts
Canned Foods,2012-05-18,3207562.564923498,forecasts
Canned Foods,2012-05-25,3377296.508042801,forecasts
Canned Foods,2012-06-01,3467441.416526267,forecasts
Canned Foods,2012-06-08,3607136.894067003,forecasts
Canned Foods,2012-06-15,3664391.8150684326,forecasts
Canned Foods,2012-06-22,3381879.650812072,forecasts
Canned Foods,2012-06-29,3476885.2753957612,forecasts
Canned Foods,2012-07-06,3837181.8289162787,forecasts
Canned Foods,2012-07-13,3540716.643970291,forecasts
Canned Foods,2012-07-20,3449100.923418236,forecasts
Canned Foods,2012-07-27,3437804.206537887,forecasts
Canned Foods,2012-08-03,3318847.4787900206,forecasts
Canned Foods,2012-08-10,3513618.2541503236,forecasts
Canned Foods,2012-08-17,3461058.5419740356,forecasts
Canned Foods,2012-08-24,3385290.418442416,forecasts
Canned Foods,2012-08-31,3326338.2149532707,forecasts
Canned Foods,2012-09-07,3386323.684746529,forecasts
Canned Foods,2012-09-14,3379181.2256844933,forecasts
Canned Foods,2012-09-21,3106131.995367429,forecasts
Canned Foods,2012-09-28,3049041.7103412445,forecasts
Canned Foods,2012-10-05,3151855.6425786093,forecasts
Canned Foods,2012-10-12,3089829.2974633966,forecasts
Canned Foods,2012-10-19,3024027.369915765,forecasts
Canned Foods,2012-10-26,2929679.9635161175,forecasts
Cereal,2012-04-20,1788525.4803496844,forecasts
Cereal,2012-04-27,1643240.0961262418,forecasts
Cereal,2012-05-04,1741735.86834271,forecasts
Cereal,2012-05-11,1644205.7231129417,forecasts
Cereal,2012-05-18,1604054.3157212764,forecasts
Cereal,2012-05-25,1568464.751886801,forecasts
Cereal,2012-06-01,1572880.5882032767,forecasts
Cereal,2012-06-08,1542983.5611703703,forecasts
Cereal,2012-06-15,1902359.9765460186,forecasts
Cereal,2012-06-22,1844293.0340380252,forecasts
Cereal,2012-06-29,1651025.1054848414,forecasts
Cereal,2012-07-06,1652614.5812055627,forecasts
Cereal,2012-07-13,1576979.4628806543,forecasts
Cereal,2012-07-20,1670085.4539076504,forecasts
Cereal,2012-07-27,1656796.4118329128,forecasts
Cereal,2012-08-03,1856679.8479942456,forecasts
Cereal,2012-08-10,1788250.88842967,forecasts
Cereal,2012-08-17,1919840.0949683883,forecasts
Cereal,2012-08-24,1886285.2414488294,forecasts
Cereal,2012-08-31,1858389.328996466,forecasts
Cereal,2012-09-07,1851735.6552968805,forecasts
Cereal,2012-09-14,1779104.3758147352,forecasts
Cereal,2012-09-21,1690879.350546241,forecasts
Cereal,2012-09-28,1692134.3785845144,forecasts
Cereal,2012-10-05,1794746.6224593692,forecasts
Cereal,2012-10-12,1762725.770964227,forecasts
Cereal,2012-10-19,2414443.835542602,forecasts
Cereal,2012-10-26,2207226.5984981577,forecasts
Cleaning Supplies,2012-04-20,1373614.9946515986,forecasts
Cleaning Supplies,2012-04-27,1332131.8440155513,forecasts
Cleaning Supplies,2012-05-04,1414262.7262392885,forecasts
Cleaning Supplies,2012-05-11,1318735.7451358866,forecasts
Cleaning Supplies,2012-05-18,1371519.3148078658,forecasts
Cleaning Supplies,2012-05-25,1422453.0081279252,forecasts
Cleaning Supplies,2012-06-01,1370996.221488347,forecasts
Cleaning Supplies,2012-06-08,1399919.2116765277,forecasts
Cleaning Supplies,2012-06-15,1386288.2206066845,forecasts
Cleaning Supplies,2012-06-22,1341631.454205059,forecasts
Cleaning Supplies,2012-06-29,1357131.6392294886,forecasts
Cleaning Supplies,2012-07-06,1424309.9890371554,forecasts
Cleaning Supplies,2012-07-13,1341604.5854054536,forecasts
Cleaning Supplies,2012-07-20,1326954.8053119837,forecasts
Cleaning Supplies,2012-07-27,1335463.2324286057,forecasts
Cleaning Supplies,2012-08-03,1342263.665968843,forecasts
Cleaning Supplies,2012-08-10,1332166.1457951653,forecasts
Cleaning Supplies,2012-08-17,1329760.8121748832,forecasts
Cleaning Supplies,2012-08-24,1357415.1121186183,forecasts
Cleaning Supplies,2012-08-31,1353077.6078255146,forecasts
Cleaning Supplies,2012-09-07,1400407.9314851023,forecasts
Cleaning Supplies,2012-09-14,1398662.1433004215,forecasts
Cleaning Supplies,2012-09-21,1379466.0076220268,forecasts
Cleaning Supplies,2012-09-28,1434468.3019112987,forecasts
Cleaning Supplies,2012-10-05,1427889.5986092004,forecasts
Cleaning Supplies,2012-10-12,1406347.5879337888,forecasts
Cleaning Supplies,2012-10-19,1424603.4180750889,forecasts
Cleaning Supplies,2012-10-26,1356652.8469199864,forecasts
Dairy,2012-04-20,2043154.4182624933,forecasts
Dairy,2012-04-27,1929947.555992845,forecasts
Dairy,2012-05-04,2122916.058624437,forecasts
Dairy,2012-05-11,2005211.3660719276,forecasts
Dairy,2012-05-18,2032031.568481741,forecasts
Dairy,2012-05-25,1973997.3104249479,forecasts
Dairy,2012-06-01,2015702.9246554952,forecasts
Dairy,2012-06-08,2027420.7385385302,forecasts
Dairy,2012-06-15,2008229.3613503678,forecasts
Dairy,2012-06-22,1946143.8025655767,forecasts
Dairy,2012-06-29,2040749.4325138815,forecasts
Dairy,2012-07-06,1972480.557702639,forecasts
Dairy,2012-07-13,1964496.4248632528,forecasts
Dairy,2012-07-20,1935154.0958917893,forecasts
Dairy,2012-07-27,1915812.6785944349,forecasts
Dairy,2012-08-03,2039535.3585533448,forecasts
Dairy,2012-08-10,1970408.6699572792,forecasts
Dairy,2012-08-17,1989244.3099964147,forecasts
Dairy,2012-08-24,2042092.7595645096,forecasts
Dairy,2012-08-31,1979203.7690261384,forecasts
Dairy,2012-09-07,2051783.025909502,forecasts
Dairy,2012-09-14,2023839.198446821,forecasts
Dairy,2012-09-21,2026525.726072758,forecasts
Dairy,2012-09-28,2009258.0854064957,forecasts
Dairy,2012-10-05,2138279.1593644344,forecasts
Dairy,2012-10-12,2000491.5901928302,forecasts
Dairy,2012-10-19,2028942.9734988553,forecasts
Dairy,2012-10-26,2007528.5216543144,forecasts
Dinner Foods,2012-04-20,1514944.4360425652,forecasts
Dinner Foods,2012-04-27,1276869.859016297,forecasts
Dinner Foods,2012-05-04,1608619.440877194,forecasts
Dinner Foods,2012-05-11,1495469.5876278854,forecasts
Dinner Foods,2012-05-18,1496187.1337580665,forecasts
Dinner Foods,2012-05-25,1367611.4084836892,forecasts
Dinner Foods,2012-06-01,1467342.0095289666,forecasts
Dinner Foods,2012-06-08,1618635.9479659514,forecasts
Dinner Foods,2012-06-15,1558788.4474275447,forecasts
Dinner Foods,2012-06-22,1398243.3714016494,forecasts
Dinner Foods,2012-06-29,1457801.4942876555,forecasts
Dinner Foods,2012-07-06,1575769.2680050745,forecasts
Dinner Foods,2012-07-13,1558581.8269882493,forecasts
Dinner Foods,2012-07-20,1468980.1819683593,forecasts
Dinner Foods,2012-07-27,1369966.3112223635,forecasts
Dinner Foods,2012-08-03,1614587.3906607432,forecasts
Dinner Foods,2012-08-10,1586240.6494780607,forecasts
Dinner Foods,2012-08-17,1502584.6120700096,forecasts
Dinner Foods,2012-08-24,1453320.61034007,forecasts
Dinner Foods,2012-08-31,1438199.6208719297,forecasts
Dinner Foods,2012-09-07,1615742.6466577814,forecasts
Dinner Foods,2012-09-14,1539665.9488761828,forecasts
Dinner Foods,2012-09-21,1432804.3927250942,forecasts
Dinner Foods,2012-09-28,1373312.4222912034,forecasts
Dinner Foods,2012-10-05,1713779.6436624588,forecasts
Dinner Foods,2012-10-12,1574911.4195381387,forecasts
Dinner Foods,2012-10-19,1488244.8978836918,forecasts
Dinner Foods,2012-10-26,1408282.9252676568,forecasts
