dept,wk_date,total_sales,avg_temp,day_of_week
92.0,2010-02-19,3312991.71,37.71977777777777,Friday
90.0,2010-03-05,2005670.83,42.91733333333334,Friday
8.0,2010-04-02,1438268.8599999999,53.12088888888888,Friday
13.0,2010-05-14,1301984.42,60.60955555555555,Friday
2.0,2010-05-21,1954877.5899999999,66.26266666666668,Friday
95.0,2010-06-25,3438618.24,78.7882222222222,Friday
72.0,2010-07-16,1750923.79,79.57166666666667,Friday
8.0,2010-07-23,1316028.41,81.13111111111111,Friday
91.0,2010-07-23,1437634.23,81.13111111111111,Friday
90.0,2010-07-23,1850685.87,81.13111111111111,Friday
92.0,2010-07-23,2918442.6199999996,81.13111111111111,Friday
13.0,2010-07-23,1419875.0,81.13111111111111,Friday
72.0,2010-07-23,1706627.77,80.54333333333334,Friday
38.0,2010-07-23,2554808.8000000003,81.13111111111111,Friday
2.0,2010-07-30,2038851.61,79.1522222222222,Friday
90.0,2010-09-17,1920166.51,71.23377777777776,Friday
13.0,2010-09-17,1420920.01,71.23377777777776,Friday
95.0,2010-09-24,2944247.3,71.07955555555556,Friday
2.0,2010-09-24,1875950.5100000002,71.07955555555556,Friday
8.0,2010-10-01,1337173.53,69.868,Friday
91.0,2010-10-08,1596206.03,61.733999999999995,Friday
13.0,2010-10-08,1484751.0599999998,61.733999999999995,Friday
2.0,2010-10-15,1833936.1400000001,60.890888888888895,Friday
92.0,2010-10-22,3118517.0899999994,59.13088888888888,Friday
72.0,2010-11-19,1796398.9900000002,47.354761904761894,Friday
40.0,2010-11-26,1817977.0199999998,47.88955555555556,Friday
2.0,2010-12-17,2120921.8800000004,40.35177777777778,Friday
72.0,2011-01-07,1868602.79,34.36857142857143,Friday
2.0,2011-01-14,1701879.0999999999,30.68955555555556,Friday
38.0,2011-01-21,2780393.82,37.522222222222226,Friday
91.0,2011-01-28,1428835.37,34.06444444444445,Friday
40.0,2011-01-28,1995856.12,34.06444444444445,Friday
40.0,2011-02-11,2151852.0000000005,32.15911111111111,Friday
38.0,2011-02-11,2854532.3,32.15911111111111,Friday
91.0,2011-03-04,1620397.15,44.775333333333336,Friday
38.0,2010-08-20,2585634.79,79.46355555555557,Friday
92.0,2011-03-18,3248935.33,52.97644444444443,Friday
8.0,2011-03-25,1294576.5000000002,51.60866666666665,Friday
40.0,2011-03-25,2019366.7,51.60866666666665,Friday
38.0,2011-03-25,2677555.15,51.60866666666665,Friday
92.0,2011-04-22,3284953.8599999994,59.20533333333333,Friday
40.0,2011-04-22,1970814.68,59.20533333333333,Friday
38.0,2011-04-22,2651489.92,59.20533333333333,Friday
13.0,2011-05-06,1384971.54,58.175111111111114,Friday
91.0,2011-05-06,1608618.8199999998,58.175111111111114,Friday
38.0,2011-05-13,2705229.53,65.01066666666665,Friday
92.0,2011-05-27,2982491.9200000004,69.53222222222222,Friday
72.0,2011-06-17,1902397.5899999999,73.9495238095238,Friday
8.0,2011-06-17,1350708.7600000002,74.87511111111111,Friday
38.0,2011-06-24,2648983.51,76.2442222222222,Friday
2.0,2011-07-15,2012252.31,79.96711111111112,Friday
95.0,2011-07-15,3395102.2299999995,79.96711111111112,Friday
40.0,2011-07-29,1847980.69,81.208,Friday
40.0,2011-08-05,1967323.1,81.36666666666666,Friday
2.0,2011-08-12,2024573.83,80.46,Friday
40.0,2011-08-19,1918812.75,79.15666666666667,Friday
13.0,2011-08-19,1465269.31,79.15666666666667,Friday
38.0,2011-08-26,2652287.37,80.162,Friday
95.0,2011-09-02,3309862.9399999995,79.29622222222223,Friday
90.0,2011-09-23,2028506.7600000002,68.67133333333335,Friday
95.0,2011-09-23,3005697.2800000003,68.67133333333335,Friday
90.0,2011-09-30,2008523.9999999998,72.78822222222223,Friday
13.0,2011-09-30,1373368.14,72.78822222222223,Friday
13.0,2011-06-03,1381967.21,73.37422222222222,Friday
92.0,2011-09-02,3254316.7600000002,79.29622222222223,Friday
92.0,2011-10-14,3554574.409999999,63.01955555555555,Friday
91.0,2011-10-21,1488245.4700000002,60.89555555555556,Friday
40.0,2011-11-04,1991180.3099999996,49.2,Friday
92.0,2011-12-02,3413393.1300000004,45.922,Friday
38.0,2011-12-02,3091315.71,45.922,Friday
72.0,2011-12-09,2558351.9400000004,37.69930232558139,Friday
91.0,2011-12-09,1635006.62,38.209111111111106,Friday
92.0,2011-12-16,4093797.8199999994,41.06555555555555,Friday
2.0,2011-11-25,1917861.3,49.62755555555555,Friday
40.0,2012-05-18,1971776.4899999998,67.63822222222223,Friday
95.0,2012-06-01,3328657.29,72.94377777777778,Friday
72.0,2010-04-30,1715969.1900000002,56.89309523809524,Friday
8.0,2010-07-09,1292252.4600000002,78.91244444444443,Friday
72.0,2010-02-19,3034799.98,36.46071428571429,Friday
92.0,2010-06-04,3158465.36,73.41088888888889,Friday
90.0,2010-06-04,1910085.02,73.41088888888889,Friday
91.0,2010-06-25,1393128.8800000001,78.7882222222222,Friday
2.0,2010-07-23,2038898.93,81.13111111111111,Friday
40.0,2010-08-13,1919428.0700000003,79.48244444444444,Friday
38.0,2010-09-10,2561186.7800000003,72.44977777777778,Friday
95.0,2010-12-24,3254244.64,41.17733333333334,Friday
91.0,2011-02-04,1740506.44,30.48088888888889,Friday
13.0,2011-07-29,1336601.2,81.208,Friday
90.0,2011-03-11,2033884.9899999998,47.099555555555554,Friday
40.0,2011-03-11,2077243.94,47.099555555555554,Friday
72.0,2011-04-08,1834547.8599999999,54.421428571428564,Friday
95.0,2011-04-08,3130019.9000000004,55.62733333333333,Friday
92.0,2011-06-24,2960337.45,76.2442222222222,Friday
91.0,2011-07-29,1369965.77,81.208,Friday
72.0,2011-08-05,1856680.4500000002,80.50219512195122,Friday
8.0,2011-09-23,1318152.72,68.67133333333335,Friday
2.0,2011-10-14,1859700.2000000002,63.01955555555555,Friday
40.0,2011-10-28,1936450.67,56.468888888888884,Friday
38.0,2011-11-04,2902575.8,49.2,Friday
40.0,2011-12-16,2075148.65,41.06555555555555,Friday
91.0,2012-07-20,1515123.88,78.77644444444444,Friday
40.0,2010-07-30,1920671.8199999998,79.1522222222222,Friday
13.0,2010-08-13,1411341.56,79.48244444444444,Friday
92.0,2010-08-13,3211755.9199999995,79.48244444444444,Friday
95.0,2011-01-14,2848487.0700000003,30.68955555555556,Friday
13.0,2010-11-12,1387912.62,50.39977777777777,Friday
40.0,2010-12-03,2041276.9499999997,41.590888888888884,Friday
72.0,2011-05-27,1568919.2,68.73166666666665,Friday
2.0,2011-06-10,1962504.6100000003,74.80177777777779,Friday
38.0,2011-08-12,2674134.84,80.46,Friday
72.0,2011-08-12,1788250.95,79.79642857142856,Friday
91.0,2011-09-09,1615742.5799999998,73.44755555555554,Friday
2.0,2012-10-19,1879765.4000000001,60.70533333333333,Friday
40.0,2010-10-15,1939607.2900000003,60.890888888888895,Friday
90.0,2010-12-03,1889344.21,41.590888888888884,Friday
90.0,2010-12-17,2120773.37,40.35177777777778,Friday
2.0,2011-09-30,1875052.27,72.78822222222223,Friday
90.0,2011-06-03,1975953.3299999998,73.37422222222222,Friday
92.0,2011-09-09,3655352.59,73.44755555555554,Friday
92.0,2011-09-23,3216237.52,68.67133333333335,Friday
90.0,2010-04-16,1878963.5199999998,58.021111111111104,Friday
92.0,2010-12-17,3724108.8899999997,40.35177777777778,Friday
38.0,2010-10-15,2597032.15,60.890888888888895,Friday
72.0,2011-06-24,1844308.97,75.29142857142855,Friday
2.0,2011-04-15,1883416.8400000003,56.953333333333326,Friday
38.0,2011-09-23,2694770.81,68.67133333333335,Friday
91.0,2011-10-07,1713779.3599999999,63.03644444444444,Friday
13.0,2011-10-07,1493280.06,63.03644444444444,Friday
92.0,2011-10-28,3355012.38,56.468888888888884,Friday
72.0,2010-05-21,1590749.2200000002,65.62046511627908,Friday
91.0,2010-11-19,1457231.51,48.14244444444444,Friday
92.0,2011-09-30,3165079.24,72.78822222222223,Friday
91.0,2011-03-25,1434119.03,51.60866666666665,Friday
90.0,2010-08-13,1924852.69,79.48244444444444,Friday
95.0,2011-03-25,2877009.63,51.60866666666665,Friday
91.0,2012-04-06,1727740.56,57.00222222222223,Friday
92.0,2012-06-08,3762798.3400000003,71.99133333333333,Friday
13.0,2012-06-15,1346871.89,75.04644444444443,Friday
92.0,2012-07-13,3483021.3899999997,78.93866666666668,Friday
91.0,2012-07-27,1400701.69,79.84422222222221,Friday
72.0,2012-08-24,1839276.9099999997,73.88809523809523,Friday
92.0,2012-08-31,3347357.3,77.79355555555557,Friday
91.0,2012-09-07,1665468.0999999999,78.03866666666666,Friday
90.0,2012-10-12,2190112.4,58.342666666666666,Friday
8.0,2012-10-12,1412633.2099999997,58.342666666666666,Friday
91.0,2012-10-26,1413435.29,61.051111111111105,Friday
72.0,2012-10-26,1781640.54,60.20738095238095,Friday
90.0,2010-02-12,2031157.15,34.15133333333333,Friday
90.0,2010-02-19,1976215.6400000001,37.71977777777777,Friday
8.0,2010-02-26,1367537.1700000002,39.24355555555556,Friday
13.0,2010-03-19,1348626.8,49.95422222222222,Friday
38.0,2010-03-26,2704991.22,48.473555555555556,Friday
92.0,2010-04-30,2889255.67,57.85466666666667,Friday
38.0,2010-05-21,2648574.6799999997,66.26266666666668,Friday
38.0,2010-05-28,2690655.9299999997,70.46022222222223,Friday
91.0,2010-06-04,1504883.9700000002,73.41088888888889,Friday
95.0,2010-06-11,3560241.2399999998,74.53777777777778,Friday
13.0,2010-06-11,1419848.15,74.53777777777778,Friday
8.0,2010-06-18,1340481.57,73.56933333333335,Friday
8.0,2010-07-02,1398568.52,77.13333333333334,Friday
38.0,2010-07-02,2764357.0,77.13333333333334,Friday
90.0,2010-07-09,1919239.65,78.91244444444443,Friday
90.0,2010-07-16,1903548.79,80.40844444444444,Friday
38.0,2010-07-30,2599254.2200000007,79.1522222222222,Friday
90.0,2010-07-30,1802612.98,79.1522222222222,Friday
90.0,2010-08-20,1893495.1,79.46355555555557,Friday
8.0,2010-08-27,1274970.1900000002,76.73733333333334,Friday
90.0,2010-08-27,1855977.1600000001,76.73733333333334,Friday
40.0,2010-08-27,1939868.03,76.73733333333334,Friday
95.0,2010-08-27,3143805.76,76.73733333333334,Friday
2.0,2010-09-03,2117039.29,76.44222222222223,Friday
92.0,2010-10-01,3018358.97,69.868,Friday
72.0,2010-10-01,1663165.56,68.85571428571428,Friday
72.0,2010-10-15,1626128.3,59.82261904761905,Friday
91.0,2010-10-22,1406421.33,59.13088888888888,Friday
2.0,2010-10-22,1847370.3900000001,59.13088888888888,Friday
95.0,2010-10-22,2876242.46,59.13088888888888,Friday
38.0,2010-10-22,2643442.15,59.13088888888888,Friday
38.0,2010-10-29,2634471.9200000004,59.18577777777778,Friday
92.0,2010-11-05,3530982.34,52.68288888888889,Friday
38.0,2010-11-05,2825472.7899999996,52.68288888888889,Friday
38.0,2010-11-12,2658547.5900000003,50.39977777777777,Friday
91.0,2010-11-12,1535908.18,50.39977777777777,Friday
90.0,2010-11-19,2001762.0,48.14244444444444,Friday
92.0,2010-12-03,3216974.9699999997,41.590888888888884,Friday
2.0,2010-12-10,1968591.53,39.16511111111111,Friday
91.0,2010-12-10,1566066.31,39.16511111111111,Friday
72.0,2010-12-31,2119786.56,36.03325581395349,Friday
40.0,2010-12-31,1949041.5499999998,36.782666666666664,Friday
40.0,2011-01-14,2001491.61,30.68955555555556,Friday
8.0,2011-01-21,1309732.22,37.522222222222226,Friday
72.0,2011-02-11,2889704.0,31.456976744186044,Friday
13.0,2011-02-11,1313155.8800000001,32.15911111111111,Friday
95.0,2011-02-25,2834161.94,43.15533333333333,Friday
95.0,2010-10-15,2971556.86,60.890888888888895,Friday
13.0,2011-03-04,1492685.96,44.775333333333336,Friday
72.0,2011-03-11,2206184.0,45.94285714285714,Friday
92.0,2011-03-11,3400733.05,47.099555555555554,Friday
91.0,2011-03-18,1543271.63,52.97644444444443,Friday
90.0,2011-03-18,1993984.41,52.97644444444443,Friday
2.0,2011-03-25,1870694.5100000002,51.60866666666665,Friday
38.0,2011-04-01,2908079.6,48.73644444444445,Friday
2.0,2011-04-01,1875748.52,48.73644444444445,Friday
13.0,2011-04-01,1331022.9000000001,48.73644444444445,Friday
95.0,2011-04-29,2783020.41,62.13977777777779,Friday
91.0,2011-04-29,1276869.49,62.13977777777779,Friday
2.0,2011-05-06,1940981.4999999998,58.175111111111114,Friday
95.0,2011-05-06,3181896.5100000002,58.175111111111114,Friday
90.0,2011-05-06,2052247.52,58.175111111111114,Friday
13.0,2011-05-13,1255405.39,65.01066666666665,Friday
40.0,2011-05-13,1934214.4100000001,65.01066666666665,Friday
92.0,2011-05-13,3101748.9600000004,65.01066666666665,Friday
40.0,2011-05-20,1960085.77,62.41555555555555,Friday
95.0,2011-05-20,3098342.94,62.41555555555555,Friday
95.0,2011-05-27,3214381.31,69.53222222222222,Friday
38.0,2011-06-10,2766931.52,74.80177777777779,Friday
91.0,2011-06-17,1558787.74,74.87511111111111,Friday
91.0,2011-06-24,1398242.7799999998,76.2442222222222,Friday
8.0,2011-06-24,1333790.23,76.2442222222222,Friday
40.0,2011-07-01,1968493.8900000001,78.75911111111111,Friday
72.0,2011-07-01,1651031.26,77.73904761904761,Friday
38.0,2011-07-08,2553154.47,79.95422222222221,Friday
8.0,2011-07-08,1323570.02,79.95422222222221,Friday
92.0,2011-08-12,3355461.17,80.46,Friday
13.0,2011-08-12,1375193.0499999998,80.46,Friday
72.0,2011-08-19,1919840.8499999999,78.57953488372094,Friday
8.0,2011-08-26,1337300.15,80.162,Friday
13.0,2011-08-26,1489255.54,80.162,Friday
72.0,2011-08-26,1886285.23,79.28619047619047,Friday
40.0,2011-09-02,1909128.5999999996,79.29622222222223,Friday
90.0,2011-09-16,2119764.5100000002,71.04422222222223,Friday
40.0,2011-09-23,1954775.3099999998,68.67133333333335,Friday
38.0,2011-09-30,2774948.01,72.78822222222223,Friday
90.0,2011-10-07,2303144.07,63.03644444444444,Friday
2.0,2011-06-24,1932495.5900000003,76.2442222222222,Friday
95.0,2011-06-24,3282218.7,76.2442222222222,Friday
8.0,2011-07-15,1308394.5299999998,79.96711111111112,Friday
2.0,2011-09-02,1997245.33,79.29622222222223,Friday
40.0,2011-10-14,1929663.1400000001,63.01955555555555,Friday
13.0,2011-10-14,1386577.53,63.01955555555555,Friday
40.0,2011-10-21,1957107.1900000002,60.89555555555556,Friday
72.0,2011-11-04,2484128.73,47.96547619047619,Friday
95.0,2011-11-11,2995654.5700000003,49.11244444444444,Friday
72.0,2011-11-11,2392173.8299999996,48.55372093023256,Friday
90.0,2011-12-09,2304980.05,38.209111111111106,Friday
13.0,2011-11-25,1313116.1199999999,49.62755555555555,Friday
91.0,2010-04-16,1537326.3299999998,58.021111111111104,Friday
8.0,2010-05-14,1308281.31,60.60955555555555,Friday
2.0,2010-10-01,1887216.7799999998,69.868,Friday
13.0,2010-10-22,1370277.23,59.13088888888888,Friday
72.0,2010-10-29,1608970.53,58.26285714285714,Friday
13.0,2010-11-26,1314453.33,47.88955555555556,Friday
13.0,2010-12-17,1251816.8,40.35177777777778,Friday
38.0,2010-12-17,2695137.5300000003,40.35177777777778,Friday
95.0,2011-01-07,2777088.58,35.272666666666666,Friday
95.0,2011-02-04,3111786.4,30.48088888888889,Friday
91.0,2011-04-15,1555390.52,56.953333333333326,Friday
8.0,2011-04-22,1343899.1199999999,59.20533333333333,Friday
72.0,2011-05-13,1647012.54,64.20166666666667,Friday
8.0,2011-07-29,1288557.2799999998,81.208,Friday
38.0,2011-08-05,2824319.9200000004,81.36666666666666,Friday
95.0,2011-08-12,3391257.7,80.46,Friday
92.0,2011-08-26,3387528.29,80.162,Friday
72.0,2011-10-07,1794747.1700000002,62.12547619047619,Friday
8.0,2011-06-03,1371599.9,73.37422222222222,Friday
13.0,2011-10-28,1342441.5699999998,56.468888888888884,Friday
95.0,2011-12-02,2722229.4200000004,45.922,Friday
8.0,2012-05-18,1341225.03,67.63822222222223,Friday
40.0,2010-04-30,2021580.5299999998,57.85466666666667,Friday
90.0,2010-06-25,1801849.86,78.7882222222222,Friday
40.0,2010-07-23,1936754.62,81.13111111111111,Friday
92.0,2010-11-12,3615576.3200000003,50.39977777777777,Friday
95.0,2011-03-04,3087136.6100000003,44.775333333333336,Friday
38.0,2011-05-27,2656503.9899999998,69.53222222222222,Friday
40.0,2010-12-17,2039199.27,40.35177777777778,Friday
92.0,2011-06-10,3308362.0599999996,74.80177777777779,Friday
13.0,2011-12-09,1293437.94,38.209111111111106,Friday
8.0,2010-11-12,1375659.11,50.39977777777777,Friday
72.0,2010-11-12,2450110.7,49.51357142857143,Friday
92.0,2010-08-20,3075562.0199999996,79.46355555555557,Friday
8.0,2011-11-25,1311549.16,49.62755555555555,Friday
40.0,2012-03-09,2218429.2600000002,47.550888888888885,Friday
38.0,2012-08-17,2569776.55,79.43222222222222,Friday
13.0,2010-08-20,1491829.0699999998,79.46355555555557,Friday
92.0,2010-09-24,2942047.85,71.07955555555556,Friday
90.0,2010-10-01,1850493.7400000002,69.868,Friday
40.0,2010-10-08,2031890.8299999998,61.733999999999995,Friday
90.0,2010-10-15,1916622.0,60.890888888888895,Friday
92.0,2010-10-15,3228948.6399999997,60.890888888888895,Friday
38.0,2010-11-19,2644417.83,48.14244444444444,Friday
95.0,2010-12-10,2888661.2800000003,39.16511111111111,Friday
13.0,2011-01-14,1284522.1300000001,30.68955555555556,Friday
90.0,2011-04-08,2087421.2999999998,55.62733333333333,Friday
72.0,2011-06-10,1543060.04,74.09714285714287,Friday
38.0,2011-06-17,2671492.83,74.87511111111111,Friday
13.0,2011-07-01,1382483.5,78.75911111111111,Friday
40.0,2011-07-08,1902643.06,79.95422222222221,Friday
13.0,2011-07-08,1370737.9900000002,79.95422222222221,Friday
72.0,2011-07-22,1670085.15,81.6397619047619,Friday
90.0,2011-09-02,2075743.0599999998,79.29622222222223,Friday
95.0,2011-09-16,3151942.42,71.04422222222223,Friday
95.0,2011-10-14,3081140.7799999993,63.01955555555555,Friday
13.0,2011-10-21,1389748.0499999998,60.89555555555556,Friday
38.0,2011-10-28,2649584.67,56.468888888888884,Friday
91.0,2011-11-04,1532786.9699999997,49.2,Friday
2.0,2011-11-11,1925270.97,49.11244444444444,Friday
40.0,2011-12-09,2034759.6600000001,38.209111111111106,Friday
90.0,2011-12-16,2307007.77,41.06555555555555,Friday
72.0,2012-10-05,2113424.75,65.17976744186045,Friday
90.0,2010-02-05,2199107.5199999996,34.037333333333336,Friday
90.0,2011-01-21,2014075.37,37.522222222222226,Friday
8.0,2011-02-04,1434306.47,30.48088888888889,Friday
2.0,2011-08-05,2117353.71,81.36666666666666,Friday
8.0,2011-08-05,1373645.1800000002,81.36666666666666,Friday
91.0,2011-08-05,1614586.97,81.36666666666666,Friday
91.0,2011-09-23,1432803.75,68.67133333333335,Friday
72.0,2011-10-21,2414443.23,60.33720930232558,Friday
92.0,2011-11-25,4330784.59,49.62755555555555,Friday
95.0,2010-05-21,3247042.8199999994,66.26266666666668,Friday
95.0,2010-07-23,3263317.5300000003,81.13111111111111,Friday
8.0,2010-09-17,1306111.99,71.23377777777776,Friday
8.0,2010-12-17,1501914.52,40.35177777777778,Friday
90.0,2010-10-29,1846486.1600000001,59.18577777777778,Friday
95.0,2010-12-03,2628464.57,41.590888888888884,Friday
8.0,2012-07-27,1332595.1500000001,79.84422222222221,Friday
95.0,2011-11-25,2902107.2800000003,49.62755555555555,Friday
91.0,2012-09-14,1539336.8199999998,70.23822222222222,Friday
40.0,2010-07-09,1927726.5299999998,78.91244444444443,Friday
40.0,2010-04-16,2046378.5199999998,58.021111111111104,Friday
90.0,2011-02-25,1956634.4300000002,43.15533333333333,Friday
13.0,2011-05-27,1315046.46,69.53222222222222,Friday
8.0,2011-07-01,1387758.1500000001,78.75911111111111,Friday
91.0,2011-07-22,1468980.2,82.17644444444444,Friday
72.0,2011-10-14,1762726.3599999999,62.26095238095238,Friday
38.0,2010-03-05,2968993.16,42.91733333333334,Friday
92.0,2010-04-02,3290226.59,53.12088888888888,Friday
92.0,2010-07-16,3096905.9799999995,80.40844444444444,Friday
40.0,2010-09-10,1996056.71,72.44977777777778,Friday
92.0,2010-10-29,3034276.2600000002,59.18577777777778,Friday
92.0,2011-03-25,3032727.12,51.60866666666665,Friday
2.0,2011-12-02,1932328.4000000001,45.922,Friday
8.0,2010-08-13,1286355.09,79.48244444444444,Friday
72.0,2010-09-17,1829275.1699999997,70.20166666666665,Friday
13.0,2011-09-23,1378641.95,68.67133333333335,Friday
72.0,2010-07-02,1796072.6099999999,76.15714285714286,Friday
13.0,2010-09-10,1519848.8699999999,72.44977777777778,Friday
40.0,2011-03-18,2061069.1599999997,52.97644444444443,Friday
92.0,2011-07-15,3244024.3299999996,79.96711111111112,Friday
2.0,2011-11-04,1901037.62,49.2,Friday
38.0,2011-03-18,2639910.41,52.97644444444443,Friday
92.0,2011-10-07,3881033.6100000003,63.03644444444444,Friday
2.0,2010-04-02,1957167.6600000001,53.12088888888888,Friday
92.0,2011-06-03,3142744.0199999996,73.37422222222222,Friday
2.0,2011-08-26,2126825.51,80.162,Friday
40.0,2010-12-24,2216587.6799999997,41.17733333333334,Friday
90.0,2011-02-04,2205891.01,30.48088888888889,Friday
8.0,2011-01-28,1277978.57,34.06444444444445,Friday
91.0,2011-04-01,1462436.47,48.73644444444445,Friday
